                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),       metrics/mAP75(B),       metrics/mAP90(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                 0.5019,                0.44629,                0.09918,                0.83201,                0.71168,                0.77283,                0.56535,                0.38076,                0.55358,                0.47313,                0.43322,                0.13425,             1.2754e-05,             1.2754e-05,             1.2754e-05
                    134,                0.49909,                0.43673,                0.10046,                0.83824,                 0.7122,                 0.7727,                0.56009,                 0.3837,                0.55263,                0.47767,                0.43223,                0.13503,             1.2088e-05,             1.2088e-05,             1.2088e-05
                    135,                0.50129,                 0.4515,                0.10059,                0.83515,                0.70709,                0.77815,                0.56344,                0.38904,                0.55752,                0.47666,                0.42601,                0.13293,             1.1422e-05,             1.1422e-05,             1.1422e-05
                    136,                0.51075,                 0.4423,                0.09951,                0.82322,                0.71394,                 0.7755,                0.56701,                0.38665,                0.55599,                0.47193,                0.43025,                0.13255,             1.0756e-05,             1.0756e-05,             1.0756e-05
                    137,                0.49693,                0.43653,                0.09885,                0.82353,                0.71411,                0.77254,                0.56721,                0.39116,                0.55509,                 0.4738,                0.42906,                0.13371,              1.009e-05,              1.009e-05,              1.009e-05
                    138,                0.48788,                0.43799,                0.09888,                0.82927,                 0.7129,                0.77799,                0.56988,                0.38848,                0.55786,                0.47106,                0.42979,                0.13179,              9.424e-06,              9.424e-06,              9.424e-06
                    139,                0.49439,                 0.4469,                0.10036,                0.82174,                0.71251,                 0.7753,                0.57382,                0.38941,                 0.5575,                0.46875,                0.43793,                  0.129,              8.758e-06,              8.758e-06,              8.758e-06
                    140,                0.49843,                0.44435,                0.09818,                0.83472,                  0.711,                 0.7729,                0.57015,                0.39602,                0.55728,                0.46716,                0.43462,                0.12982,              8.092e-06,              8.092e-06,              8.092e-06
                    141,                0.49657,                0.43813,                0.09846,                0.83054,                  0.712,                0.77682,                0.57233,                0.40257,                0.55969,                0.46356,                0.43729,                0.12965,              7.426e-06,              7.426e-06,              7.426e-06
                    142,                0.48888,                0.43635,                0.09911,                0.83495,                 0.7156,                0.77409,                0.57563,                0.40264,                0.55956,                0.46465,                0.43387,                0.12946,               6.76e-06,               6.76e-06,               6.76e-06
                    143,                0.49435,                0.43379,                 0.0961,                0.83153,                0.71947,                0.77266,                0.57668,                0.39537,                0.55903,                0.46896,                0.43285,                0.13153,              6.094e-06,              6.094e-06,              6.094e-06
                    144,                0.50078,                0.43714,                0.09923,                0.82662,                0.71533,                 0.7744,                0.57353,                0.39936,                0.56005,                0.47029,                0.43154,                0.13106,              5.428e-06,              5.428e-06,              5.428e-06
                    145,                0.48798,                0.44411,                0.09532,                0.83034,                0.71825,                0.77304,                0.57109,                 0.3966,                0.55735,                0.46852,                0.43193,                0.13045,              4.762e-06,              4.762e-06,              4.762e-06
                    146,                0.48782,                 0.4402,                0.09679,                0.83391,                0.71969,                0.77565,                 0.5693,                0.39015,                0.55611,                0.46743,                0.43376,                0.13043,              4.096e-06,              4.096e-06,              4.096e-06
                    147,                0.49532,                0.43603,                 0.0975,                0.83519,                0.72214,                0.77593,                0.57149,                0.38985,                0.55646,                0.46836,                0.43419,                0.13141,               3.43e-06,               3.43e-06,               3.43e-06
                    148,                0.49138,                0.43723,                0.09758,                0.82967,                0.71956,                0.77665,                0.57177,                0.39029,                0.55828,                0.46393,                0.43624,                0.13077,              2.764e-06,              2.764e-06,              2.764e-06
                    149,                0.49397,                0.43798,                0.09714,                0.82956,                0.71642,                0.77672,                0.57083,                0.39371,                0.55863,                0.46376,                0.43588,                0.13006,              2.098e-06,              2.098e-06,              2.098e-06
                    150,                 0.4763,                0.43654,                0.09547,                0.81497,                0.71898,                0.77604,                0.57262,                0.39451,                0.55934,                0.46562,                0.43305,                0.12987,              1.432e-06,              1.432e-06,              1.432e-06
